,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
4044,16hgPnNHnuMbzvTqUjjVxG,Max Richter;Daniel Hope;Konzerthaus Kammerorchester Berlin;Andre de Ridder,Classical Running,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1 - 2012",0,155135,FALSE,0.687,0.342,-12.378,0,0.0409,0.523,0.93,0.35,0.169,105.318,4,ambient,
4045,5CPG19OkZSmhKO6gS8OQM4,Max Richter;Daniel Hope;Konzerthaus Kammerorchester Berlin;Andre de Ridder,Classical Christmas,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Winter 2 - 2012",0,171266,FALSE,0.166,0.0577,-27.78,1,0.049,0.901,0.449,0.391,0.0764,140.099,5,ambient,
4046,5zCsikjCdnpUp6NPM1CyKY,Max Richter;Daniel Hope;Konzerthaus Kammerorchester Berlin;Andre de Ridder,Classical Christmas 2022,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Winter 2 - 2012",0,171266,FALSE,0.166,0.0577,-27.78,1,0.049,0.901,0.449,0.391,0.0764,140.099,5,ambient,
4047,5nYs8umrPbDr3rXkCS74AX,Max Richter;Daniel Hope;Konzerthaus Kammerorchester Berlin;Andre de Ridder,Classical Christmas 2022,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Winter 3 - 2012",0,279093,FALSE,0.469,0.259,-15.335,0,0.0376,0.246,0.872,0.319,0.0373,110.601,3,ambient,
4048,5PUlAYkovfKJzohiCP5z0m,Max Richter;Daniel Hope;Konzerthaus Kammerorchester Berlin;Andre de Ridder,Classical Christmas,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Winter 3 - 2012",0,279093,FALSE,0.469,0.259,-15.335,0,0.0376,0.246,0.872,0.319,0.0373,110.601,3,ambient,
4049,1SjrigLGBRsprShDwUNdv7,Max Richter;Daniel Hope;Konzerthaus Kammerorchester Berlin;Andre de Ridder,Weihnachten Klassik 2022,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Winter 3 - 2012",0,279093,FALSE,0.469,0.259,-15.335,0,0.0376,0.246,0.872,0.319,0.0373,110.601,3,ambient,
4050,24BYTj1tb5ovZcnIbtdTYD,Seekae;Flume,Test & Recognise (Remixes),Test & Recognise - Flume Re-work,70,303660,FALSE,0.544,0.579,-8.52,1,0.0712,0.193,1.43E-05,0.117,0.294,109.769,4,ambient,
51001,08Isz2ETWSBhvIl8UpKYsp,Shubh,No Love,No Love,83,170387,FALSE,0.768,0.487,-8.936,0,0.0431,0.24,0,0.175,0.722,137.034,4,hip-hop,
51002,42TMa2hgBNjte4uV7jNCnQ,Shubh;Ikky,Baller,Baller,82,148188,FALSE,0.711,0.702,-10.048,1,0.233,0.00487,0.0163,0.0932,0.674,180.219,4,hip-hop,
51003,3UhmuWcFaLS3AO3kI9ynQ2,AP Dhillon;Shinda Kahlon;Gurinder Gill;Gminxr,Insane,Insane,77,206060,FALSE,0.796,0.572,-7.03,0,0.0545,0.416,2.55E-05,0.0975,0.304,98.967,4,hip-hop,
51004,5HCyWlXZPP0y6Gqq8TgA20,The Kid LAROI;Justin Bieber,STAY (with Justin Bieber),STAY (with Justin Bieber),89,141805,TRUE,0.591,0.764,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,4,hip-hop,
51005,3wz2vWhYnnBoFmgMkqtzLy,Chani Nattan;Inderpal Moga,Daku,Daku,75,131077,FALSE,0.847,0.558,-5.855,0,0.0663,0.325,0,0.135,0.495,98.062,4,hip-hop,
51006,7AsG1F1eMWd17RYan8M3Wm,AP Dhillon;Shinda Kahlon,Two Hearts Never Break The Same,Dil Nu,71,233666,FALSE,0.811,0.655,-7.118,0,0.0353,0.0947,1.63E-06,0.068,0.925,117.979,4,hip-hop,
51007,7IK26RNUdgoZWJdlarrcty,AP Dhillon;Shinda Kahlon,Two Hearts Never Break The Same,All Night (Live),71,229510,FALSE,0.723,0.456,-7.679,0,0.0359,0.137,2.95E-05,0.081,0.0383,101.139,4,hip-hop,
51008,2AilvPt1AQ8PixlCKqkjfj,Shubh,Elevated,Elevated,76,200658,TRUE,0.828,0.533,-5.779,0,0.091,0.214,2.80E-05,0.307,0.605,93.021,4,hip-hop,
51009,32FVH23yFXr8Z0sfjRw4It,AP Dhillon,Two Hearts Never Break The Same,Wo Noor,72,199420,FALSE,0.761,0.554,-8.119,0,0.0854,0.193,0.00844,0.0802,0.555,92.52,4,hip-hop,
51010,29m79w9xPMH4YCD6r8JSmV,AP Dhillon;Gurinder Gill;Intense,Excuses,Excuses,82,176232,FALSE,0.837,0.717,-7.749,0,0.0822,0.0842,0,0.149,0.494,94.984,4,hip-hop,
51011,6ZYxNjuAU9Vy3VtF6W1dtE,Shubh,We Rollin,We Rollin,79,199205,TRUE,0.82,0.504,-9.113,0,0.141,0.261,7.00E-06,0.104,0.275,85.016,4,hip-hop,
51012,5RrOyaV2xOAnf62uWj24dB,King,OOPS,OOPS,75,163200,FALSE,0.918,0.673,-5.084,1,0.184,0.314,0,0.0555,0.828,99.952,4,hip-hop,
51013,2uThc9fZx2BEL3t6uuRMO1,aleemrk;Umair,Cold Hours,Cold Hours,74,206117,FALSE,0.737,0.613,-7.304,0,0.358,0.316,1.26E-06,0.343,0.493,170.14,4,hip-hop,
51014,70wFZWY6cKFxp3Qcq8uxH4,King,Ektarfa,Ektarfa,71,230903,FALSE,0.748,0.472,-9.266,0,0.125,0.596,1.10E-05,0.102,0.364,149.97,4,hip-hop,
51015,2ZRo7axmMPeSVUvDbGkJah,XXXTENTACION,?,Hope,86,110886,TRUE,0.592,0.457,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,4,hip-hop,
51016,58f4twRnbZOOVUhMUpplJ4,AP Dhillon;Gminxr;Gurinder Gill;Shinda Kahlon,Brown Munde,Brown Munde,76,254400,FALSE,0.854,0.611,-6.26,0,0.0864,0.223,0,0.119,0.417,100.024,4,hip-hop,
51017,3sqRODOZ1Z6hR4F2tnFAlg,Maninder Buttar,Sakhiyaan,Sakhiyaan,73,179325,FALSE,0.706,0.674,-5.932,1,0.044,0.3,0,0.202,0.359,83.001,4,hip-hop,
51018,6XPmY4hIb1RGRyNuq0UBsl,The PropheC,The Lifestyle,Kina Chir,72,216026,FALSE,0.622,0.431,-8.26,0,0.0293,0.0955,0,0.088,0.365,117.919,4,hip-hop,
51019,6TClJ8jXi3OBV7gcrU3jx5,AP Dhillon;Gurinder Gill,HIDDEN GEMS,TERE TE,75,114418,FALSE,0.692,0.488,-10.96,0,0.135,0.0508,0,0.154,0.299,171.9,4,hip-hop,
51020,1W1dS4VnIrYnllQJ3CAcZy,Sidhu Moose Wala,So High,So High,72,218666,FALSE,0.538,0.763,-6.346,0,0.205,0.0152,0,0.109,0.484,180.002,4,hip-hop,
51021,0a6zRnrjmaOcqsEIFkXIhw,Akhil,Khaab,Khaab,72,201689,FALSE,0.662,0.661,-5.689,1,0.0514,0.417,0,0.0784,0.222,80.009,4,hip-hop,
51022,0yCWDaAgOtg6TKlNCg9rwA,King,The Carnival,Tu Aake Dekhle,81,270000,FALSE,0.77,0.84,-4.022,1,0.107,0.515,0.00452,0.145,0.192,96.012,4,hip-hop,
51023,7B4uYqxTpTOS1sgxFB9Ann,Sidhu Moose Wala,The Last Ride,The Last Ride,77,262247,FALSE,0.792,0.647,-5.447,0,0.334,0.0299,0,0.119,0.638,89.029,4,hip-hop,
51024,2NTVtNcpC0i1R7LVGaCZCF,Badshah;Nikhita Gandhi,Jugnu,Jugnu,74,230400,FALSE,0.716,0.803,-5.14,0,0.0445,0.03,0,0.0817,0.325,124.961,4,hip-hop,
51025,60YICjIPdL7LDBcCMK0tAk,Sidhu Moose Wala;Sunny Malton;The Kidd,Levels,Levels,76,228705,TRUE,0.592,0.728,-6.098,1,0.311,0.00148,0,0.379,0.577,113.17,5,hip-hop,
51026,7cVe3mYMIfhOlz1NXFWv70,Sidhu Moose Wala,No Name,0 to 100,71,108493,FALSE,0.742,0.675,-6.551,1,0.0907,0.139,0,0.167,0.679,145.989,4,hip-hop,
51027,5pcmtf1lwrMqmAWWm248fY,AP Dhillon;Gurinder Gill,HIDDEN GEMS,DESIRES,76,168000,FALSE,0.863,0.387,-10.057,0,0.256,0.365,0.00238,0.06,0.39,100.013,4,hip-hop,
51028,5W7DOVGQLTigu09afW7QMT,Sidhu Moose Wala,Moosetape,295,78,270000,FALSE,0.557,0.794,-5.698,0,0.2,0.179,0,0.106,0.432,91.366,4,hip-hop,
51029,5uHy68Q7ZWe8Qq9k7EAprS,Karan Aujla,Sheesha,Sheesha,72,160851,FALSE,0.708,0.672,-7.493,0,0.0582,0.322,0,0.135,0.399,93.886,4,hip-hop,
51030,2tjWCe2W7sgvS3C8NHcdtI,Akhil;Dhvani Bhanushali;Abhijit Vaghani;Bob,"Duniyaa (From ""Luka Chuppi"")","Duniyaa (From ""Luka Chuppi"")",74,222500,FALSE,0.435,0.658,-5.949,0,0.0368,0.699,0,0.125,0.524,77.17,4,hip-hop,
51031,2PcGqmKToUz0s65q1Acg7d,AP Dhillon;Shinda Kahlon;Gminxr,HIDDEN GEMS,SPACESHIP,73,124498,FALSE,0.69,0.683,-7.186,0,0.0968,0.076,0.000113,0.134,0.549,160.088,4,hip-hop,
51032,7mNZUnDWUDidWBFaUpVtOC,Vilen,Chidiya,Chidiya,74,253333,FALSE,0.486,0.494,-8.56,1,0.0324,0.715,0,0.109,0.414,179.975,4,hip-hop,
51033,1w3exvIgbRFV2ijf6qyWm8,Sidhu Moose Wala,No Name,Everybody Hurts,72,173333,FALSE,0.738,0.599,-7.102,1,0.0393,0.434,0,0.13,0.575,120.052,5,hip-hop,
51034,6udC4b4jOSnHb9ItnXgKLR,Sachin-Jigar;Shreya Ghoshal;Tochi Raina,Shor in the City (Original Motion Picture Soundtrack),Saibo,73,195253,FALSE,0.619,0.429,-7.867,1,0.028,0.738,1.35E-05,0.136,0.545,90.058,4,hip-hop,
51035,3JkVYvxNoGf2HCWJo61462,Sidhu Moose Wala;Sunny Malton,No Name,Never Fold (feat. Sunny Malton),74,183225,FALSE,0.814,0.786,-5.178,0,0.232,0.069,0,0.0976,0.797,93.025,4,hip-hop,
51036,6FQQiTpYnfc5803p84bQp1,Anirudh Ravichander,Vikram (Original Motion Picture Soundtrack),Vikram - Title Track,74,218823,FALSE,0.638,0.842,-5.305,0,0.0524,0.174,0.000356,0.126,0.145,169.901,4,hip-hop,
51037,3Vb8KkT6Ub5fFGPYJCJyLh,Anirudh Ravichander,Vikram (Original Background Score),Rolex Theme - Background Score,72,53247,FALSE,0.61,0.925,-4.01,1,0.114,0.00804,0.767,0.131,0.442,101.992,4,hip-hop,
51038,5D507IC1VOAg7bKkmOblr6,Anirudh Ravichander;Adithya RK,"Bae (From ""Don"")","Bae (From ""Don"")",71,242628,FALSE,0.697,0.663,-7.246,1,0.0486,0.0701,1.04E-05,0.112,0.407,96.968,4,hip-hop,
51039,0MHiYjjcHNYM9KURa6NveF,Dabzee;SA,"Manavaalan Thug (From ""Thallumaala"")","Manavaalan Thug - From ""Thallumaala""",72,200000,FALSE,0.809,0.583,-8.771,1,0.0605,0.356,0,0.0622,0.478,96.049,4,hip-hop,
51040,209pScL6fUhISxcLWkB6rf,Anirudh Ravichander,Vikram (Original Background Score),Lokiverse - Background Score,73,156330,FALSE,0.64,0.86,-4.481,1,0.101,0.302,0.468,0.109,0.516,96.996,4,hip-hop,
51041,2vkNA9I029dTwX0y6d59Sc,Anirudh Ravichander;Anthony Daasan,"Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")","Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")",74,209032,FALSE,0.827,0.717,-7.755,0,0.111,0.0908,0.000523,0.0511,0.772,123.987,4,hip-hop,
51042,4wCy7erulqUfFQNVaZBD9b,Anirudh Ravichander,Vikram (Original Motion Picture Soundtrack),Once Upon a Time,72,143709,FALSE,0.646,0.879,-3.668,1,0.0823,0.00659,0.0607,0.117,0.429,123.849,4,hip-hop,
51043,6eYsOcDdB5b6rTO5ubMxeV,Anirudh Ravichander;Jonita Gandhi,"Private Party (From ""Don"")","Private Party (From ""Don"")",71,216774,FALSE,0.862,0.886,-5.423,0,0.123,0.184,1.33E-06,0.0565,0.896,124.031,4,hip-hop,
51044,5WWplXimzIjlJiN2N7T9Q3,Anirudh Ravichander;Kamal Haasan,"Pathala Pathala (From ""Vikram"")","Pathala Pathala (From ""Vikram"")",74,211384,FALSE,0.826,0.779,-5.609,1,0.375,0.35,0,0.0657,0.936,130.091,4,hip-hop,
51045,6yvxu91deFKt3X1QoV6qMv,Anirudh Ravichander;Jonita Gandhi,"Arabic Kuthu - Halamithi Habibo (From ""Beast"")","Arabic Kuthu - Halamithi Habibo (From ""Beast"")",76,279677,FALSE,0.608,0.757,-6.945,1,0.164,0.259,0.00216,0.259,0.625,124.078,4,hip-hop,
51046,6A6mDExVoAEJmc5JyVSQeK,Anirudh Ravichander,"Life of Pazham (From ""Thiruchitrambalam"")","Life of Pazham (From ""Thiruchitrambalam"")",72,234514,FALSE,0.503,0.665,-6.302,0,0.0801,0.124,0.000155,0.175,0.597,174.974,3,hip-hop,
51047,4HdzYTQiouB9BVYX7JOrhh,Anirudh Ravichander;Rokesh,"Jalabulajangu (From ""Don"")","Jalabulajangu (From ""Don"")",71,202607,FALSE,0.635,0.823,-5.437,0,0.153,0.0261,0,0.0481,0.457,151.047,4,hip-hop,
51048,1Hdz67JES35Z4h3Yd4PXvV,Anirudh Ravichander;Ramya Behra;Sahithi Chaganti,Prince (Tamil),Bimbilikki Pilapi,71,247000,FALSE,0.645,0.947,-7.239,0,0.238,0.426,2.26E-06,0.463,0.823,156.828,4,hip-hop,
51049,0xttqqTj7ZAGyVkfOYxQ4F,Anirudh Ravichander;Vijay Yesudas;Shweta Mohan,3 (Original Motion Picture Soundtrack),Nee Paartha Vizhigal - The Touch of Love,70,264506,FALSE,0.665,0.596,-6.969,0,0.0278,0.293,3.67E-05,0.247,0.644,110.055,4,hip-hop,
51050,27NovPIUIRrOZoCHxABJwK,Lil Nas X;Jack Harlow,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),86,212000,TRUE,0.736,0.704,-7.409,0,0.0615,0.0203,0,0.0501,0.894,149.995,4,hip-hop,
91001,5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,AM,I Wanna Be Yours,92,183956,FALSE,0.464,0.417,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4,rock,
91002,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,I Love You.,Sweater Weather,93,240400,FALSE,0.612,0.807,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4,rock,
91003,4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",I Ain't Worried,96,148485,FALSE,0.704,0.797,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,rock,
91004,1rDjwexewf4hrdZT7SRNsH,Faridkot;Amar Jalal,Nasha (Equals Sessions) - Single,Nasha (Equals Sessions),70,287573,FALSE,0.78,0.46,-7.516,1,0.0851,0.455,0.000141,0.061,0.788,124.007,4,rock,
91005,1SOClUWhOi8vHZYMz3GluK,Jaymes Young,Feel Something,Infinity,85,237720,FALSE,0.671,0.673,-6.941,0,0.0444,0.148,5.29E-05,0.304,0.494,121.963,4,rock,
91006,5iFwAOB2TFkPJk8sMlxP8g,PUBLIC,Make You Mine,Make You Mine,77,232906,FALSE,0.606,0.799,-4.452,1,0.0261,0.0128,0,0.15,0.638,103.014,4,rock,
91007,2qgXrzJsry4KgYoJCpuaul,The Local Train,Aalas Ka Pedh,Choo Lo,67,233630,FALSE,0.512,0.695,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,4,rock,
91008,6lanRgr6wXibZr8KgzXxBl,Christina Perri,A Thousand Years,A Thousand Years,81,285120,FALSE,0.421,0.407,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,3,rock,
91009,75FEaRjZTKLhTrFGsfMUXR,Kate Bush,Hounds Of Love,Running Up That Hill (A Deal With God),90,298933,FALSE,0.629,0.547,-13.123,0,0.055,0.72,0.00314,0.0604,0.197,108.375,4,rock,
91010,1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,Evolve,Thunder,85,187146,FALSE,0.605,0.822,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,4,rock,
91011,0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Evolve,Believer,88,204346,FALSE,0.776,0.78,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,4,rock,
91012,0HqZX76SFLDz2aW8aiqi7G,Imagine Dragons,Bones,Bones,89,165264,FALSE,0.773,0.742,-3.678,0,0.046,0.0206,0,0.0754,0.571,114.071,4,rock,
91013,3Wrjm47oTz2sjIgck11l5e,Måneskin,Chosen,Beggin',86,211560,FALSE,0.714,0.8,-4.808,0,0.0504,0.127,0,0.359,0.589,134.002,4,rock,
91014,2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Native,Counting Stars,83,257266,FALSE,0.664,0.705,-4.972,0,0.0382,0.0654,0,0.118,0.477,122.016,4,rock,
91015,68EkhVWIeULhHxcbi1QhzK,AJR,OK ORCHESTRA,World's Smallest Violin,80,180746,TRUE,0.68,0.697,-7.01,1,0.0484,0.121,0,0.661,0.684,116.033,4,rock,
91016,6Qn5zhYkTa37e91HC1D7lb,Imagine Dragons,Evolve,Whatever It Takes,81,201240,FALSE,0.672,0.655,-5.021,0,0.0311,0.0362,0,0.117,0.556,134.945,4,rock,
91017,5qaEfEh1AtSdrdrByCP7qR,Imagine Dragons,Night Visions,Demons,84,177506,FALSE,0.505,0.71,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,4,rock,
91018,2RSHsoi04658QL5xgQVov3,Imagine Dragons,Origins (Deluxe),Bad Liar,81,260773,FALSE,0.383,0.637,-6.993,1,0.0703,0.0722,0,0.368,0.0827,177.913,4,rock,
91019,3ro6Oub0I05PiAxcZFKaTY,OneRepublic,Arbeitsmusik Herbst/Winter 2022/2023,I Ain't Worried,0,148485,FALSE,0.704,0.797,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,rock,
91020,2DgdHcjWmO3qd50RzuBLgZ,Panic! At The Disco,Death of a Bachelor,House of Memories,85,208706,FALSE,0.506,0.817,-5.051,0,0.0335,0.00272,0,0.0486,0.506,109.952,4,rock,
91021,1HKCK9ZJfzCLVzpWJ2Aj9G,Imagine Dragons,Arbeitsmusik Herbst/Winter 2022/2023,Bones,3,165264,FALSE,0.773,0.742,-3.678,0,0.046,0.0206,0,0.0754,0.571,114.071,4,rock,
91022,1r9xUipOqoNwggBpENDsvJ,Imagine Dragons;JID;Arcane;League of Legends,Enemy (with JID) [from the series Arcane League of Legends],Enemy (with JID) - from the series Arcane League of Legends,86,173381,FALSE,0.728,0.783,-4.424,0,0.266,0.237,0,0.434,0.555,77.011,4,rock,
91023,5Pl7IrRjL0O3mmclPQlpWh,Imagine Dragons,Kick It,Thunder,4,187146,FALSE,0.601,0.824,-4.757,1,0.0474,0.00866,0.173,0.155,0.246,167.965,4,rock,
91024,2aeoP0ljsjIzlG0wfnYVKZ,Imagine Dragons,Rock Workout 2023,Thunder,4,187146,FALSE,0.601,0.824,-4.757,1,0.0474,0.00866,0.173,0.155,0.246,167.965,4,rock,
91025,0Dm4JS6pIFChNqk7ScUbHe,Imagine Dragons,Beginner Ride (Mixtape Vol. 1),Thunder,2,187146,FALSE,0.601,0.824,-4.757,1,0.0474,0.00866,0.173,0.155,0.246,167.965,4,rock,
91026,7KajXhT7csT80wZXs2skAp,Imagine Dragons,pov: it's 2021,Wrecked,2,244004,FALSE,0.625,0.562,-5.828,0,0.0289,0.149,1.67E-05,0.109,0.229,93.998,4,rock,
91027,4jpImWrX1hDIHHkVL9qpeu,Imagine Dragons,Halloween 2022,Thunder,0,187146,FALSE,0.601,0.824,-4.757,1,0.0474,0.00866,0.173,0.155,0.246,167.965,4,rock,
91028,1skWrgJrEi6ZB4Wt5tYYAb,Imagine Dragons,pov: it's 2021,Follow You,2,175643,FALSE,0.542,0.732,-5.956,1,0.0521,0.00209,7.92E-05,0.496,0.489,124.912,4,rock,
91029,0JsoJERs3b1uSP13eegLPP,Imagine Dragons,Обратно в клас - rock,Believer,4,204346,FALSE,0.766,0.775,-4.267,0,0.141,0.0504,0,0.128,0.695,124.751,4,rock,
91030,2cCmvbLleZaXRUinMmRaoY,OneRepublic,Del gusto de mamá,Good Life,1,255693,TRUE,0.636,0.708,-7.057,1,0.0512,0.0818,0,0.117,0.662,94.987,4,rock,
91031,66X1ngv1jd8ll1qj6A6BJq,OneRepublic,Christmas Dinner 2022,Christmas Without You,0,197146,FALSE,0.262,0.677,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,rock,
91032,1HWaIZ9Tf67sTXOhyiUuon,OneRepublic,pov: it's 2020,Didn't I,0,207616,FALSE,0.611,0.61,-6.745,1,0.0314,0.0186,0,0.125,0.242,123.943,4,rock,
91033,7qj4VbHEt4L11MZlndTQ5V,Imagine Dragons,Halloween Party 2022,Thunder,0,187146,FALSE,0.601,0.824,-4.757,1,0.0474,0.00866,0.173,0.155,0.246,167.965,4,rock,
91034,5fWiSyp3hxz3R8puaPwJAK,Imagine Dragons,Halloween Party 2022,Demons,0,177506,FALSE,0.5,0.71,-3.015,1,0.0339,0.19,0.00025,0.269,0.419,89.929,4,rock,
91035,5ydMCvT5Wg5PFKWB5phKZe,Imagine Dragons,Fiesta de disfraces vol. II,Thunder,0,187146,FALSE,0.601,0.824,-4.757,1,0.0474,0.00866,0.173,0.155,0.246,167.965,4,rock,
91036,6YMF5fKgkbYXECM9XiDfnE,Imagine Dragons,Обратно в клас - rock,Thunder,5,187146,FALSE,0.601,0.824,-4.757,1,0.0474,0.00866,0.173,0.155,0.246,167.965,4,rock,
91037,4Qhrm7g3QItkvInW5zgvaV,Queen,80s Bangers Vol. 2,Scandal - Remastered 2011,3,282920,FALSE,0.639,0.805,-5.961,0,0.032,0.0383,0.00244,0.312,0.507,103.451,4,rock,
91038,5AxRST0P1xkTHjxSs9YGQQ,Imagine Dragons;JID;Arcane;League of Legends,Arbeitsmusik Herbst/Winter 2022/2023,Enemy - from the series Arcane League of Legends,0,173381,FALSE,0.728,0.783,-4.424,0,0.266,0.237,0,0.434,0.555,77.011,4,rock,
91039,4vd1W48zEl9sw8Np26LT6p,Imagine Dragons,Autumn Vibes 2022,On Top Of The World,0,192800,FALSE,0.588,0.925,-5.584,1,0.16,0.0897,4.89E-06,0.0881,0.759,99.83,4,rock,
91040,0e4tZcTc4B8kga4ayyEp5R,Imagine Dragons,Halloween Kids Party 2022,Demons,0,177506,FALSE,0.5,0.71,-3.015,1,0.0339,0.19,0.00025,0.269,0.419,89.929,4,rock,
91041,3u5nVnZm4FhViSGYeVTRFe,Imagine Dragons,Halloween Party Canzoni per Bambini 2022,Demons,0,177506,FALSE,0.5,0.71,-3.015,1,0.0339,0.19,0.00025,0.269,0.419,89.929,4,rock,
91042,7kpVvOB2BlOjsi6GxyPfvd,Imagine Dragons,Halloween Scary Party,Demons,0,177506,FALSE,0.5,0.71,-3.015,1,0.0339,0.19,0.00025,0.269,0.419,89.929,4,rock,
91043,2j2IPZrRQXlytzuSCnp5uc,OneRepublic,12 Days of Christmas 2022,Christmas Without You,0,197146,FALSE,0.262,0.677,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,rock,
91044,5PQ2KpEc2jkJ1gNCnYVzwN,Queen,80s Bangers Vol. 1,I Want It All - Remastered 2011,5,241253,FALSE,0.402,0.835,-5.734,0,0.05,0.0287,2.94E-06,0.385,0.43,92.029,4,rock,
91045,6iMzy3mIG2zVdMR15A6HmJ,OneRepublic;Alesso,Electro sounds,If I Lose Myself - Alesso vs OneRepublic,0,215480,FALSE,0.518,0.829,-3.321,1,0.0414,0.198,5.65E-06,0.125,0.148,125.992,4,rock,
91046,22WSNwrytkJZ9hnis9DbnY,OneRepublic,Christmas Best Hits 2022,Christmas Without You,0,197146,FALSE,0.262,0.677,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,rock,
91047,1xX6PCb6ZDyanJQuJOvGj0,OneRepublic,The Very Best Christmas Songs 2022,Christmas Without You,0,197146,FALSE,0.262,0.677,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,rock,
91048,5SBYmJR4hq0n6wIM78t22h,OneRepublic,Weihnachtspop 2022,Christmas Without You,0,197146,FALSE,0.262,0.677,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,rock,
91049,2zkfyPrPY0OlFJuui5j5FE,Queen,80s Bangers Vol. 2,Was It All Worth It - Remastered 2011,2,347800,FALSE,0.16,0.866,-5.277,0,0.088,0.207,4.44E-05,0.0894,0.13,179.739,4,rock,
91050,6E6BCsQHXDAdXsrL7zV71N,The Yellow Diary;Shilpa Rao,Roz Roz,Roz Roz,63,218550,FALSE,0.653,0.446,-7.867,1,0.0351,0.546,4.52E-05,0.109,0.472,100.018,4,rock,
351,3YvutLE6lwEyW4WMF5FIi6,Aqualung;Kina Grannis,10 Futures,To the Wonder (feat. Kina Grannis),21,239004,FALSE,0.515,0.46,9,-11.261,0,0.0436,0.891,0.14,0.0874,0.259,140.067,4,acoustic
352,3geIJghtdmVc7GeJio1xlj,Jonah Baker,Stay - Acoustic,Stay - Acoustic,50,181311,FALSE,0.622,0.221,9,-14.335,1,0.0583,0.901,0,0.107,0.297,131.827,4,acoustic
353,1yycinn2WICj4UKGQ9xPjD,Ichiko Aoba,マホロボシヤ,太陽さん,55,144653,FALSE,0.44,0.0353,6,-20.858,1,0.0522,0.99,0.00312,0.108,0.362,181.988,4,acoustic
354,5Z8O4RFAmjA13jrOYIgyXA,Kina Grannis,Oh What A Love,Oh What A Love,46,235135,FALSE,0.457,0.064,6,-19.928,1,0.0339,0.941,0.108,0.107,0.0647,147.824,3,acoustic
355,1ABd3bWsG4FCKePjXeVfJG,Meiko,The Bright Side,Leave The Lights On,56,248360,FALSE,0.649,0.821,1,-6.483,0,0.0313,0.0302,0.000141,0.0843,0.661,121.938,4,acoustic
356,4I18rXWixQBWc8JhTqx6Xn,Erin McCarley,I Won't Let You Down,I Won't Let You Down,40,198344,FALSE,0.495,0.329,7,-11.661,1,0.0386,0.652,7.61E-05,0.0606,0.0919,72.992,4,acoustic
357,3IORLAm07yxo4T7B8cRET3,Jason Mraz,Look For The Good,Look For The Good (Single Version),21,239697,FALSE,0.71,0.615,0,-8.23,1,0.133,0.0384,0,0.283,0.746,90.263,4,acoustic
358,4sAX65hbNtEC1lceCdGuMt,Isabella Celander,Stargazing,Stargazing,55,186334,FALSE,0.69,0.204,7,-12.427,1,0.0301,0.932,1.73E-06,0.119,0.525,139.587,4,acoustic
359,7vg5fesQdq5I7Z7XGdyJd5,Roses & Frey,Bad Liar,Bad Liar,50,226877,FALSE,0.596,0.195,7,-11.02,1,0.0264,0.926,0,0.139,0.176,82.114,4,acoustic
360,6Xrq1dAFgZcSi5HuuHe27i,Rachael Yamagata,"One Spring Night (Original Television Soundtrack), Pt. 3",Is It You,41,273260,FALSE,0.66,0.743,9,-8.302,1,0.0506,0.0329,0.00136,0.098,0.445,130.025,4,acoustic
361,2TRXV6DoQLjdRrBR6ED6NP,Us The Duo,Slow Down Time,Slow Down Time,44,196920,FALSE,0.733,0.657,2,-6.843,1,0.0272,0.013,6.73E-05,0.317,0.433,109.954,4,acoustic
